YEAR,QUARTER,UNIT,iceland_pgdp,hard_peg_pgdp_weighted,hard_peg_pgdp_simple,crawl_tight_pgdp_weighted,crawl_tight_pgdp_simple,managed_float_pgdp_weighted,managed_float_pgdp_simple,free_float_pgdp_weighted,free_float_pgdp_simple,freely_falling_pgdp_weighted,freely_falling_pgdp_simple,dual_market_pgdp_weighted,dual_market_pgdp_simple
1999,1,Percentage of Nominal GDP (%),-6.556196209763421,-0.5223718966105765,-0.10396488864284348,-1.43421110517541,-0.9778587472348704,0.6538745200694824,-0.6067367282032441,-0.5176796981933758,0.5568188511382998,2.9619250283765046,-2.3981780769450407,NA,NA
1999,2,Percentage of Nominal GDP (%),1.9761532541351536,-3.3267854528192,-2.230363394863756,1.860736762787165,0.7745688128519144,4.277038644702104,2.8542324739356686,0.22843859226947105,-1.339820623026318,-1.0033926542257992,0.8339694682664199,NA,NA
1999,3,Percentage of Nominal GDP (%),2.7928224281377054,0.11220671703125416,0.9094799069252458,2.1904667342085187,0.7805829821215076,-2.664756102741713,-1.080205866819271,0.02040750270469613,-1.3687836481705464,3.3520804001675084,-3.3123510906344977,NA,NA
1999,4,Percentage of Nominal GDP (%),-14.25930574550395,-3.3267854528192,-1.4688897826757956,-2.2469246482281173,-4.0876922798702395,2.752406291777355,-0.93343554273389,-0.794971329199058,-1.6955977449658977,7.643604572212258,0.5260174546935503,NA,NA
2000,1,Percentage of Nominal GDP (%),-15.434556010442012,-3.3267854528192,2.6798886590890314,-0.6908441529046249,-1.02902314507738,-0.21477821058730204,0.6091918767261725,1.6362379521837458,2.0684435096491347,2.9828743731373506,8.810311174450653,NA,NA
2000,2,Percentage of Nominal GDP (%),-9.867479495109617,-0.7904575969831876,-0.02471939641342189,0.7676237312695656,-0.6117576437252402,-2.9885866393266887,-1.1222353646022205,-2.144623858100572,-2.882379998765723,-2.2756676065682524,-0.6390055788196707,NA,NA
2000,3,Percentage of Nominal GDP (%),-4.412673376203971,-3.008104878966868,-0.3787713589081571,-0.2170305385184796,0.01697036575590571,3.7793326293651024,-0.09639324273744844,-1.859953365261004,-1.0541689508131034,0.02653839774423539,0.534663814581321,NA,NA
2000,4,Percentage of Nominal GDP (%),2.209979907805492,-3.1012553916268266,-1.6507379224212098,0.06146340940741056,-2.1699833214398465,2.4922584092070337,-1.747514394258126,0.4665301042901587,1.1307543932307125,-3.986677821559482,-4.573989393187059,NA,NA
2001,1,Percentage of Nominal GDP (%),-4.496344319604292,-3.3267854528192,1.844082939419038,-0.4721669894188325,1.0154937257610062,-3.9128437879862252,-1.1989916642100102,-0.12343554836659468,-0.3272571595097444,-0.09603803982293985,-0.7953354956364901,NA,NA
2001,2,Percentage of Nominal GDP (%),7.893118663979632,0.2221768241071228,0.17476288342156548,0.47318942832739574,1.6679013475850526,-3.2827853498434374,2.5637397750644055,0.04414412770833212,2.8464333606694976,4.488798900323216,1.8360633918848768,NA,NA
2001,3,Percentage of Nominal GDP (%),-7.9906278902276,4.013326297525128,1.7228912714751332,-2.8822277000399117,-2.001590806050892,-3.830390713835595,-3.396484581016222,-1.9431183465117612,-0.8536289060369426,-3.986677821559482,-2.774596492022144,NA,NA
2001,4,Percentage of Nominal GDP (%),22.185690357210316,2.0261172058468464,-3.528223553299754,2.1904667342085187,-1.9598161074272455,-0.8150274190874638,1.4183598749162496,-0.1835065259389277,-1.2914358613183734,3.236244752386967,-1.9576655119447683,NA,NA
2002,1,Percentage of Nominal GDP (%),-10.517102481695527,-2.4369193147358996,11.406166176992992,0.623827380275462,-0.8100622221446525,-2.2725070074692875,-0.6631502029724146,-0.94650253629915,0.29408001007107504,0.6016149036068975,1.120378545141267,NA,NA
