YEAR,QUARTER,UNIT,iceland_pgdp,eurozone_pgdp_weighted,eurozone_pgdp_simple,soe_pgdp_weighted,soe_pgdp_simple,baltics_pgdp_weighted,baltics_pgdp_simple
1999,1,Percentage of Nominal GDP (%),-6.556196209763421,0.24311141680232992,-1.699308427750212,-7.040075881935212,-5.628347283160773,4.055737896500934,5.157708768422933
1999,2,Percentage of Nominal GDP (%),1.9761532541351534,-3.973665384519044,-4.7012637273747275,-1.9417459530454029,-0.3769041173275198,-1.5432543724370755,-1.661438160576888
1999,3,Percentage of Nominal GDP (%),2.7928224281377054,-0.9554903188223866,-0.4168164882999766,-3.4556134585963143,-2.5229703030265394,-2.192315799743239,-2.3036810048142424
1999,4,Percentage of Nominal GDP (%),-14.25930574550395,-2.5417375891712055,-0.02106049910107425,-5.801397502651337,-4.133607883820942,-6.707068268686403,-8.687713326779708
2000,1,Percentage of Nominal GDP (%),-15.434556010442012,-2.5467790895993594,-2.0496771648790966,-2.0846191946294748,0.1042241375795809,2.099704332764469,2.813357621792593
2000,2,Percentage of Nominal GDP (%),-9.867479495109615,-2.8115141720240633,-5.734327777948362,-0.21404595673005464,1.2865679299518176,2.7663296124447103,3.236023149863203
2000,3,Percentage of Nominal GDP (%),-4.412673376203971,-7.290297665134638,-10.393569004492935,0.4847355034653844,1.0403239520644005,0.05046220681839972,-0.6425151898470468
2000,4,Percentage of Nominal GDP (%),2.2099799078054922,-2.016534725329597,-3.342539797206281,-10.415974701141364,-10.771468229844594,-9.170370359518945,-9.627826263336669
2001,1,Percentage of Nominal GDP (%),-4.496344319604292,-5.257231389782654,-6.102868691366371,-4.444153716009006,-4.539086492732421,6.999497692482907,8.178424201862455
2001,2,Percentage of Nominal GDP (%),7.8931186639796325,0.5677010455225836,-0.9057767915300957,9.993647441648463,12.801651629065798,-3.433415994204503,-4.02971022387914
2001,3,Percentage of Nominal GDP (%),-7.9906278902276,2.0111168450015047,2.2751595667389037,-6.351770953894207,-8.670203186526095,-1.6362079592612322,-2.245156748051846
2001,4,Percentage of Nominal GDP (%),22.185690357210316,1.3088120871457294,-0.030974083060975655,-10.795796414033488,-10.262317810141178,-9.76344929730403,-10.009336782074385
2002,1,Percentage of Nominal GDP (%),-10.517102481695527,-5.342938639076715,-4.17312372988975,-0.23098028355381794,-0.2861301555415864,-3.8941796294457625,-4.60337455669371
2002,2,Percentage of Nominal GDP (%),10.364163539608173,1.9584775882032879,2.559576164259529,-14.505874926095135,-14.521974794840062,-0.6666871353963889,-0.7327361072117353
2002,3,Percentage of Nominal GDP (%),4.076795093496362,1.5539363790716236,-0.2589430429903266,-0.6792537292839644,0.13729787474041616,-1.620244627664879,-2.542614412964498
2002,4,Percentage of Nominal GDP (%),-9.407715818511566,4.45513602837331,5.837659957762229,-9.37190717868852,-9.453236202250102,-10.113785313105577,-10.424902351549415
2003,1,Percentage of Nominal GDP (%),8.98480432358444,-2.0952962867218883,-0.9288101951508011,-0.7263985517305507,1.3458900885209737,3.848156164495252,5.086077240880706
2003,2,Percentage of Nominal GDP (%),20.343472369701747,1.0487055653179056,2.6578835121322006,-1.0330014025289933,-1.5992349078713368,-6.533950042969214,-8.363510206208817
2003,3,Percentage of Nominal GDP (%),24.670264563075964,-2.6998208427752237,-3.99552015453834,-9.460653986949684,-9.474412381255755,-11.46249261161641,-10.903854757613336
2003,4,Percentage of Nominal GDP (%),35.15961714010695,-1.3366825029679303,3.11904805851346,0.7492761621379899,1.9726804357541865,-9.64046502195112,-8.785701689076177
2004,1,Percentage of Nominal GDP (%),29.107806623901222,-0.29726010315597395,-0.9911418365092147,-2.3389919335609073,-2.296460847807092,-0.9842399100652953,-1.9811293830381933
2004,2,Percentage of Nominal GDP (%),0.04606000043015803,-1.6451043186769394,-1.419887315116012,3.3722743533885393,2.023129602102593,-5.409976311132065,-4.673961232103255
2004,3,Percentage of Nominal GDP (%),17.356621532958368,0.8191859736807656,-1.757058244952365,-5.795043465606558,-6.945448454272517,-10.026713897133387,-11.4954463998058
2004,4,Percentage of Nominal GDP (%),39.44336567472298,-1.718609349836999,-1.7703764068696812,12.527906687116733,14.19892659378437,-0.7132410536310569,-0.22352911082776872
2005,1,Percentage of Nominal GDP (%),19.359294399555555,-1.7187475439080817,-2.49002912497524,-7.67191414420077,-6.159396542903266,-0.09773018677281613,-0.357016108109927
2005,2,Percentage of Nominal GDP (%),70.503306217269,2.2585652009281443,-1.982994572779461,-10.384254229418332,-12.034683769627515,-11.020441335282325,-12.287975160534758
2005,3,Percentage of Nominal GDP (%),-2.5163051689279157,-3.7922705692164445,-2.9739040791714046,-9.847901480990531,-12.882840058253308,-17.176371647859323,-17.77462324861709
2005,4,Percentage of Nominal GDP (%),50.41964699959276,-4.402696304765465,-0.644903472946045,-27.278465653020557,-27.66382566341768,-11.248685654461015,-11.706514651571863
2006,1,Percentage of Nominal GDP (%),-42.10401341734532,-5.151345435514769,-8.928992300024708,4.479971509966952,6.385117886172529,-13.2832065690029,-15.369687591213726
2006,2,Percentage of Nominal GDP (%),26.155714265520412,-0.46960167523790486,-4.563149435115595,-7.374139457967894,-1.5305545681232295,-14.79689948408085,-15.779262131704929
2006,3,Percentage of Nominal GDP (%),29.204896446464108,-4.582993169867818,2.1263615553803774,1.1052409303828952,7.328481978448992,-24.802271756911704,-26.388482915748554
2006,4,Percentage of Nominal GDP (%),45.80921653673053,1.3134784929342063,8.473147537085481,-2.0964439107265997,17.346346700952104,-16.017799061343112,-17.06803434608222
2007,1,Percentage of Nominal GDP (%),-72.39927253225423,1.719866662241845,2.4086434310864933,6.984122348342921,-7.057931732383581,-13.044573126179031,-13.422318988476798
2007,2,Percentage of Nominal GDP (%),-72.80712798466095,-3.49444207881041,-3.564237548089859,-11.874197290583417,3.2446526763498866,-18.699686194212227,-18.99779196256797
2007,3,Percentage of Nominal GDP (%),-131.52388992137946,-3.950185611472148,1.1024040296112307,33.460812002585605,34.14673802638009,-20.17565585602777,-21.3710336186213
2007,4,Percentage of Nominal GDP (%),-26.183451417188213,-12.596464390852875,-13.44244886978861,1.5230005875120043,3.670293225340111,-8.858195861237263,-7.770431918271997
2008,1,Percentage of Nominal GDP (%),4.103634485710407,-4.08351661065017,-3.1547523998908864,-23.988427152002373,-19.861059841287094,-7.880731825684485,-7.601147262228526
2008,2,Percentage of Nominal GDP (%),32.24833608759161,-5.220941785379784,-5.66174503178409,-35.165573646621205,-33.22178325670745,-14.831168383551626,-13.369006347410119
2008,3,Percentage of Nominal GDP (%),-105.92047997830767,-4.4448749299995844,-10.242935456665878,-12.64255950642022,-13.215103096613822,-5.156796087895561,-5.770274150638284
2008,4,Percentage of Nominal GDP (%),-16.826610157757294,-0.24675589267080275,-3.3282349407756087,31.25205979867114,7.844101045329229,2.378165765079544,1.9916498827023041
2009,1,Percentage of Nominal GDP (%),30.117265978439313,2.656013543894106,1.97981902290878,-14.613251848252801,-6.481812937816899,10.534933265057223,10.540895019312618
2009,2,Percentage of Nominal GDP (%),19.086091220184723,3.4209772690606446,-3.9155966234417034,-22.623316332568745,-4.8975710611685654,6.961459999331769,6.562199665026549
2009,3,Percentage of Nominal GDP (%),43.277058912950494,4.062759232199301,9.093128547201232,-3.3645737722609024,0.27015266537685234,-2.359972358591805,-2.96454291525701
2009,4,Percentage of Nominal GDP (%),25.433865643674253,3.456266271266236,6.7881101761848734,-18.90414685256916,-15.798510406757906,11.273799552083947,7.7505209119832275
2010,1,Percentage of Nominal GDP (%),-27.77484604625004,0.39652349084515526,6.721585503940538,36.13133453890694,32.67776056342577,11.906422830208307,9.70580310273909
2010,2,Percentage of Nominal GDP (%),18.199667717442733,0.20227520218031253,-6.789106447308987,1.8715008527884844,4.129089755571453,3.235717567879341,3.0284912494885363
2010,3,Percentage of Nominal GDP (%),37.847020208044825,-2.693754149571233,-5.648811372967336,5.248158140642971,5.283388569266977,7.335154634611309,8.157352285243979
2010,4,Percentage of Nominal GDP (%),-38.89788957979935,5.972444827677865,25.11536727783818,19.93638757511227,7.193129588036518,11.634577487862062,13.888754822375393
2011,1,Percentage of Nominal GDP (%),14.612801066804899,5.282452148060993,7.480613696218603,21.687975261291868,19.661155391564794,3.4741730650466587,4.4520799763827235
2011,2,Percentage of Nominal GDP (%),9.21586928361298,3.3170043089265375,7.217408370314164,27.731949679745284,17.671285223046432,4.409213023862826,5.322532843248892
