COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
Austria,2005.0,1.0,% of GDP (annualized),314126000000.0,4.257917872692392e-07,2.673304515364911e-06,7.747740756585372e-07,2.255861586669577e-06,-7.831229342324439e-07
Austria,2005.0,2.0,% of GDP (annualized),314126000000.0,-8.290872932419779e-07,-5.484484609066858e-07,-4.618513355003667e-07,-8.359829902650737e-06,9.102320070486396e-06
Austria,2005.0,3.0,% of GDP (annualized),314126000000.0,1.5922518256040315e-06,-6.027255691066969e-07,-3.200037815360297e-07,-9.530209707395838e-06,7.655236094221139e-06
Austria,2005.0,4.0,% of GDP (annualized),314126000000.0,-9.42763586506688e-07,-3.616701399279269e-07,-1.9067128715865598e-07,-4.267404998312778e-07,1.1985052335686948e-06
Austria,2006.0,1.0,% of GDP (annualized),333924000000.0,2.59957867888862e-06,9.846714364299995e-06,-2.933707351188986e-06,7.296102818420912e-06,2.8861804279738467e-06
Austria,2006.0,2.0,% of GDP (annualized),333924000000.0,3.308351108287737e-06,2.381409909382517e-07,2.6949119734024943e-06,1.0053167149102146e-06,-6.773453248585462e-06
Austria,2006.0,3.0,% of GDP (annualized),333924000000.0,1.0150902047725092e-06,3.768808594862144e-06,7.006412090083936e-07,2.039339118159507e-06,1.2211611485985073e-08
Austria,2006.0,4.0,% of GDP (annualized),333924000000.0,-2.3001084554361037e-07,4.725256363818733e-06,1.0095778052719544e-06,1.7399008322966662e-05,-1.345177522192632e-05
Austria,2007.0,1.0,% of GDP (annualized),386806000000.0,7.551676906511272e-06,6.2384007179955824e-06,-2.2362288039740846e-07,1.880736188651416e-05,-1.9897015194632437e-05
Austria,2007.0,2.0,% of GDP (annualized),386806000000.0,-6.666700423134415e-06,2.2598748193017326e-06,1.5460833896394958e-06,9.395000868151992e-06,-2.0131148914692793e-06
Austria,2007.0,3.0,% of GDP (annualized),386806000000.0,2.267422379495296e-06,1.8468979281603695e-08,9.03559294084592e-07,3.5517267849237093e-06,-6.7042394792219945e-06
Austria,2007.0,4.0,% of GDP (annualized),386806000000.0,7.368760391190928e-06,6.293182029557449e-06,-1.27781106194061e-06,2.774333044213377e-06,-2.570602323903971e-06
Austria,2008.0,1.0,% of GDP (annualized),429187000000.0,8.114938388011744e-06,1.0434688577360824e-05,-2.0852628055881566e-06,1.903814234820781e-05,-1.4630337836797227e-05
Austria,2008.0,2.0,% of GDP (annualized),429187000000.0,2.607648961874426e-06,3.242453510940451e-06,-7.614742641319514e-07,1.0686847225102337e-06,3.2905006442413197e-07
Austria,2008.0,3.0,% of GDP (annualized),429187000000.0,6.2657410618002435e-06,1.9384943244701e-06,9.790658744429304e-07,-3.1714440431453666e-06,-2.1362712418002627e-06
Austria,2008.0,4.0,% of GDP (annualized),429187000000.0,3.144509036853401e-06,-8.500000990244341e-07,1.0956648675286065e-06,1.1832443575003435e-05,-1.6922617578409878e-05
Austria,2009.0,1.0,% of GDP (annualized),398857000000.0,3.1018539412879827e-06,8.447129625285092e-06,-5.618353811094493e-08,5.496840577505705e-06,-9.53813553976507e-08
Austria,2009.0,2.0,% of GDP (annualized),398857000000.0,-4.478603823328323e-06,5.4683807366646096e-08,5.495722640347941e-07,1.0162985599091194e-05,-6.1765360420626865e-06
Austria,2009.0,3.0,% of GDP (annualized),398857000000.0,-1.3913712524447257e-07,4.730954968781703e-06,-1.6237445956365252e-06,-2.741144807651413e-06,9.236123190197514e-06
Austria,2009.0,4.0,% of GDP (annualized),398857000000.0,2.777602324796998e-06,5.632277926482707e-07,3.394188539906684e-07,-1.06420409242489e-05,8.088247538109508e-06
Austria,2010.0,1.0,% of GDP (annualized),390146000000.0,-3.615482653258162e-07,4.776690611304606e-06,-1.0619594146236722e-06,-5.5437400683291825e-06,1.1743938359583274e-05
Austria,2010.0,2.0,% of GDP (annualized),390146000000.0,-3.1203171641320618e-06,-1.7848995886684444e-06,1.2025272411247984e-06,5.938373959964063e-06,-5.808089318455418e-06
Austria,2010.0,3.0,% of GDP (annualized),390146000000.0,6.810166124290103e-06,-3.2164633006851226e-07,-3.7723952291986e-07,-9.978978116816925e-06,3.22308153792933e-06
Austria,2010.0,4.0,% of GDP (annualized),390146000000.0,4.545367417232625e-06,7.213542653573838e-07,4.428391049877375e-07,-5.28900289541958e-06,1.020758062754753e-06
Austria,2011.0,1.0,% of GDP (annualized),428879000000.0,2.791612616845309e-06,7.164033292315544e-06,-1.4927727430114314e-06,9.056154640936017e-06,-3.189685348315024e-06
Austria,2011.0,2.0,% of GDP (annualized),428879000000.0,-1.7877587451405651e-06,-2.323281071950689e-06,-2.831960174359303e-07,5.250534692935351e-06,-5.5028610023095466e-06
Austria,2011.0,3.0,% of GDP (annualized),428879000000.0,7.502284844485539e-06,-5.963354619975684e-06,2.7142091288444354e-07,-2.6918103156452333e-06,-1.1045250061700435e-05
Austria,2011.0,4.0,% of GDP (annualized),428879000000.0,5.634298862557973e-06,5.878229676960169e-06,5.368992667512284e-07,7.594547005099343e-07,-1.054937903522905e-06
Austria,2012.0,1.0,% of GDP (annualized),407008000000.0,3.83255233690367e-06,-1.429960703853134e-06,8.373643761302138e-08,-7.916313986646404e-06,2.5713527611629333e-06
Austria,2012.0,2.0,% of GDP (annualized),407008000000.0,6.163293317211314e-06,1.0301540526111272e-06,-8.815499227723579e-07,2.708876976976203e-06,-6.960466318804032e-06
Austria,2012.0,3.0,% of GDP (annualized),407008000000.0,-5.750397830018014e-07,3.3408828418416623e-06,5.222049311447983e-07,4.042480525803263e-07,2.9906983586033867e-06
Austria,2012.0,4.0,% of GDP (annualized),407008000000.0,3.577147728054484e-06,2.371596694659564e-06,-1.07046814804623e-06,5.794546034721675e-06,-5.9296289200703645e-06
Austria,2013.0,1.0,% of GDP (annualized),426587000000.0,4.4814834654990115e-06,7.012611457618374e-06,-2.0209397667019574e-06,5.494429990720948e-06,-9.411239109641466e-07
Austria,2013.0,2.0,% of GDP (annualized),426587000000.0,-3.9929163261546564e-07,3.4503206413428426e-06,-6.320076148146634e-07,5.069533949065681e-06,-5.8791406029271e-07
Austria,2013.0,3.0,% of GDP (annualized),426587000000.0,8.294218345172628e-07,8.157636905356908e-07,-7.847224542139372e-07,6.065457577270701e-06,-5.295634916491206e-06
Austria,2013.0,4.0,% of GDP (annualized),426587000000.0,6.642395828693791e-06,4.249601942276718e-07,-1.3067845011685768e-06,-9.22916553950307e-06,4.318514406205531e-06
Austria,2014.0,1.0,% of GDP (annualized),438669000000.0,-6.544223867386214e-07,8.879662537617563e-07,-4.271230081385659e-07,-5.1079915300781714e-06,7.07875207640173e-06
Austria,2014.0,2.0,% of GDP (annualized),438669000000.0,-3.825647216260381e-07,8.23889384155422e-07,9.126544012647312e-07,8.748980137055603e-06,-8.455180432538872e-06
Austria,2014.0,3.0,% of GDP (annualized),438669000000.0,-3.674478603560924e-07,-1.316285262920344e-06,-1.374303346134464e-06,-1.1204742320726896e-05,1.163141697436407e-05
Austria,2014.0,4.0,% of GDP (annualized),438669000000.0,-9.51593948113498e-07,1.2171285468086414e-06,-5.869112374592235e-07,-2.1117408213824097e-06,4.867374553763773e-06
Austria,2015.0,1.0,% of GDP (annualized),379584000000.0,3.332289182744544e-06,2.5454986812631933e-06,1.39320067683123e-06,-7.866718302141587e-06,5.686727123829007e-06
Austria,2015.0,2.0,% of GDP (annualized),379584000000.0,-2.72544055019816e-06,-2.7289347047496965e-06,7.559021013156437e-07,-2.4948263497967776e-06,1.7354300939295978e-06
Austria,2015.0,3.0,% of GDP (annualized),379584000000.0,3.9969543500252905e-06,5.834944202073848e-06,-1.1843261570561455e-06,-3.535406866464339e-06,6.5577228755690435e-06
Austria,2015.0,4.0,% of GDP (annualized),379584000000.0,1.8997804819527673e-06,3.40483136194451e-07,-1.6527859356964531e-06,-3.1243655921300973e-06,3.217854182068234e-06
Austria,2016.0,1.0,% of GDP (annualized),393579000000.0,2.0999534544402133e-06,3.3487257753473257e-06,1.086375920430404e-07,8.791805129256358e-07,2.609542159384372e-07
Austria,2016.0,2.0,% of GDP (annualized),393579000000.0,-5.387107437525564e-06,-2.231047477322049e-06,-5.336610478162308e-07,-7.968190655888367e-06,1.1659059322075457e-05
Austria,2016.0,3.0,% of GDP (annualized),393579000000.0,4.1558056920843475e-06,6.344923436494699e-06,-1.0554066885959708e-07,-1.0249928184299797e-05,1.254345175166802e-05
Austria,2016.0,4.0,% of GDP (annualized),393579000000.0,-7.895143033545999e-08,3.445352696027989e-06,7.785488269191194e-08,5.669151317143446e-07,2.880630659600741e-06
Austria,2017.0,1.0,% of GDP (annualized),414780000000.0,-6.058442399492464e-08,1.5063957627212612e-06,-1.3965223158152118e-07,-8.06080895525692e-06,9.765387664266669e-06
Austria,2017.0,2.0,% of GDP (annualized),414780000000.0,-1.2903096612428928e-06,3.764643179672428e-06,-3.443660051422548e-07,8.789835995451997e-07,4.520335246512375e-06
Austria,2017.0,3.0,% of GDP (annualized),414780000000.0,-2.8318812197012883e-06,6.9063919186075015e-06,-1.4499231844870593e-07,9.716750841039056e-06,1.6651461571843578e-07
Austria,2017.0,4.0,% of GDP (annualized),414780000000.0,-1.622531641558673e-06,-5.961015478084698e-07,-4.655269230504239e-08,-5.050399399337283e-06,6.122246753872893e-06
Austria,2018.0,1.0,% of GDP (annualized),452787000000.0,-2.2966986369182384e-06,1.346527806041898e-06,-2.9862511827542096e-07,2.446554150816449e-06,1.4952974104191083e-06
Austria,2018.0,2.0,% of GDP (annualized),452787000000.0,1.5367721204346667e-06,6.841793686866669e-07,-4.010343684148002e-07,1.26310037296e-08,-4.6313680341866695e-07
Austria,2018.0,3.0,% of GDP (annualized),452787000000.0,6.924188520633776e-07,3.641876603211681e-06,-1.7361837685268665e-07,1.1208144919898292e-06,2.0032889636848463e-06
Austria,2018.0,4.0,% of GDP (annualized),452787000000.0,3.105699147722882e-07,-3.062340360920257e-06,7.965916645133366e-08,-4.089842773754547e-06,6.372733316106692e-07
Austria,2019.0,1.0,% of GDP (annualized),443033000000.0,1.8899059373519265e-06,4.030021884857878e-06,-7.38324620126634e-08,3.3306643974601494e-06,-1.1177414388028215e-06
Austria,2019.0,2.0,% of GDP (annualized),443033000000.0,-5.549599239785751e-07,-1.0896288086891947e-06,1.846484573383924e-07,9.557079495206904e-07,-1.6750252915697025e-06
Austria,2019.0,3.0,% of GDP (annualized),443033000000.0,1.155530834319793e-06,3.7798206700382457e-06,3.744682894885167e-07,1.769939931282185e-06,4.798816149477506e-07
Austria,2019.0,4.0,% of GDP (annualized),443033000000.0,1.4323838235526474e-06,4.856910675954161e-06,8.766228982942577e-07,3.266594790907223e-06,-7.186908367999672e-07
Austria,2020.0,1.0,% of GDP (annualized),434050000000.0,3.5006722079829503e-06,5.721998607591291e-06,-4.349166052298122e-07,1.079670310880083e-05,-8.139443943670084e-06
Austria,2020.0,2.0,% of GDP (annualized),434050000000.0,-8.170831812895004e-07,-2.0350953770005564e-06,3.298783030050779e-07,1.117018684483348e-05,-1.2718077343549618e-05
Austria,2020.0,3.0,% of GDP (annualized),434050000000.0,7.82056537265288e-06,4.897009667228649e-06,6.915706569205439e-07,-1.1016655931972594e-05,7.401529569627816e-06
Austria,2020.0,4.0,% of GDP (annualized),434050000000.0,2.5064471764154174e-06,-1.863345598256198e-06,6.222145183557571e-07,-5.92532907056101e-06,9.3442109647066e-07
Austria,2021.0,1.0,% of GDP (annualized),480786000000.0,2.2854680223039186e-07,2.5962114814768193e-06,1.6439331388501873e-07,8.069305955941467e-06,-5.867036988835454e-06
Austria,2021.0,2.0,% of GDP (annualized),480786000000.0,1.1426762195423094e-06,1.619209322512104e-06,1.926196963583173e-07,-4.037991030428265e-06,4.322907664624942e-06
Austria,2021.0,3.0,% of GDP (annualized),480786000000.0,5.603869116342266e-06,-3.5290376553881286e-06,1.9810667859662895e-07,-1.0139727475299736e-05,7.943881666498489e-07
Austria,2021.0,4.0,% of GDP (annualized),480786000000.0,1.4213620877631588e-06,-1.3414461470857116e-07,1.0465182707760877e-08,-1.3959602351906844e-05,1.239363046672735e-05
Austria,2022.0,1.0,% of GDP (annualized),472339000000.0,1.3032597033063118e-06,5.170293414793189e-06,1.5578322984127926e-07,5.756380322183855e-06,-2.044179942795323e-06
Austria,2022.0,2.0,% of GDP (annualized),472339000000.0,-2.6984894968999247e-06,-4.398005935809499e-06,-8.835682281864103e-08,-1.015201862181529e-06,-5.968593541422486e-07
Austria,2022.0,3.0,% of GDP (annualized),472339000000.0,-9.968577216658731e-07,-2.951346941561664e-06,-1.7054879754762575e-08,-7.785552608049119e-07,-1.1588790793361176e-06
Austria,2022.0,4.0,% of GDP (annualized),472339000000.0,2.487241546855118e-06,-5.628701943942801e-06,7.752104473693679e-07,-1.3416239671083684e-05,4.5259499586102325e-06
Austria,2023.0,1.0,% of GDP (annualized),512509000000.0,3.6152868075714135e-06,3.7811026027762168e-06,-7.28584554687776e-08,1.4689772038825617e-05,-1.4449422881129758e-05
Austria,2023.0,2.0,% of GDP (annualized),512509000000.0,7.893580959302373e-07,-1.1394286400887491e-06,6.279177964396614e-07,-9.568311645070406e-06,7.010757426824961e-06
Austria,2023.0,3.0,% of GDP (annualized),512509000000.0,1.262354068979246e-06,2.2520192711063144e-06,-9.17457869783032e-08,5.577804049069806e-06,-4.495543561936859e-06
Austria,2023.0,4.0,% of GDP (annualized),512509000000.0,-1.4172233165894094e-06,2.710261286313673e-06,2.299107097368255e-07,3.9202293280673305e-06,-2.34945250825953e-08
Austria,2024.0,1.0,% of GDP (annualized),521269000000.0,3.824331555711701e-06,3.571042494069794e-06,-2.0413098717851134e-07,1.8026849137119464e-05,-1.8076840399285635e-05
Austria,2024.0,2.0,% of GDP (annualized),521269000000.0,-1.1368895717158545e-06,1.4872101955585297e-06,-4.4616305866755906e-08,6.572642836482283e-06,-3.903100535454721e-06
Austria,2024.0,3.0,% of GDP (annualized),521269000000.0,-4.062413142472933e-07,2.0800903808346888e-06,-6.177902144051162e-07,5.380590353018092e-06,-2.276468443530994e-06
Austria,2024.0,4.0,% of GDP (annualized),521269000000.0,-1.1278301222593325e-06,-4.376898875628515e-07,7.376795857800868e-09,-2.8031824259643303e-06,3.4859458648030104e-06
Austria,2025.0,1.0,% of GDP (annualized),534301000000.0,2.2421543317106568e-06,3.536553336278684e-06,-3.3167497317293977e-07,3.1591844238087607e-06,-1.5331104460677929e-06
Belgium,2002.0,1.0,% of GDP (annualized),258200000000.0,6.043153594362642e-07,7.330549011768436e-06,1.7952919217409914e-06,8.45090894780196e-06,-3.5199672172107797e-06
Belgium,2002.0,2.0,% of GDP (annualized),258200000000.0,-1.6753650670700186e-06,5.084455411702725e-06,5.722147467817735e-07,1.70127130684969e-05,-1.082510733650594e-05
Belgium,2002.0,3.0,% of GDP (annualized),258200000000.0,-1.7449968781540945e-06,-1.7648090697837926e-06,6.111299110391198e-07,5.395012182240609e-07,-1.1704433208928778e-06
Belgium,2002.0,4.0,% of GDP (annualized),258200000000.0,-1.1434998334624314e-05,-6.03797637490315e-07,1.8578388845855913e-08,1.7695915375677756e-05,-6.883293067389616e-06
Belgium,2003.0,1.0,% of GDP (annualized),318004000000.0,5.453362730986936e-06,4.97686841315565e-06,1.309346992340923e-07,6.4967907980792375e-06,-7.104219815144616e-06
Belgium,2003.0,2.0,% of GDP (annualized),318004000000.0,4.813541572412573e-06,8.49128759995276e-06,1.8996681153533123e-06,1.0106291592598762e-05,-8.328213680411888e-06
Belgium,2003.0,3.0,% of GDP (annualized),318004000000.0,-7.470014213657653e-07,1.5760598170482231e-06,1.771298824905186e-06,-1.349837227509615e-05,1.405013468860495e-05
