COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
Austria,2005.0,1.0,% of GDP (annualized),314.126,425.7917872692392,2673.3045153649114,774.7740756585373,2255.8615866695773,-783.122934232444
Austria,2005.0,2.0,% of GDP (annualized),314.126,-829.0872932419779,-548.4484609066858,-461.8513355003667,-8359.829902650737,9102.320070486398
Austria,2005.0,3.0,% of GDP (annualized),314.126,1592.251825604032,-602.7255691066969,-320.0037815360298,-9530.209707395838,7655.236094221138
Austria,2005.0,4.0,% of GDP (annualized),314.126,-942.763586506688,-361.67013992792687,-190.67128715865596,-426.7404998312778,1198.5052335686948
Austria,2006.0,1.0,% of GDP (annualized),333.924,2599.5786788886203,9846.714364299996,-2933.7073511889857,7296.102818420913,2886.1804279738467
Austria,2006.0,2.0,% of GDP (annualized),333.924,3308.351108287737,238.1409909382517,2694.9119734024944,1005.3167149102146,-6773.453248585462
Austria,2006.0,3.0,% of GDP (annualized),333.924,1015.0902047725092,3768.808594862144,700.6412090083936,2039.339118159507,12.211611485985074
Austria,2006.0,4.0,% of GDP (annualized),333.924,-230.01084554361043,4725.256363818734,1009.5778052719544,17399.008322966663,-13451.77522192632
Austria,2007.0,1.0,% of GDP (annualized),386.806,7551.676906511271,6238.400717995583,-223.62288039740844,18807.36188651416,-19897.01519463244
Austria,2007.0,2.0,% of GDP (annualized),386.806,-6666.700423134415,2259.8748193017327,1546.083389639496,9395.000868151992,-2013.1148914692792
Austria,2007.0,3.0,% of GDP (annualized),386.806,2267.4223794952964,18.4689792816037,903.5592940845918,3551.726784923709,-6704.239479221995
Austria,2007.0,4.0,% of GDP (annualized),386.806,7368.760391190929,6293.18202955745,-1277.8110619406102,2774.333044213377,-2570.6023239039714
Austria,2008.0,1.0,% of GDP (annualized),429.187,8114.938388011744,10434.688577360825,-2085.2628055881564,19038.142348207806,-14630.33783679723
Austria,2008.0,2.0,% of GDP (annualized),429.187,2607.648961874426,3242.453510940451,-761.4742641319514,1068.6847225102335,329.05006442413196
Austria,2008.0,3.0,% of GDP (annualized),429.187,6265.741061800243,1938.4943244701003,979.0658744429306,-3171.4440431453663,-2136.2712418002625
Austria,2008.0,4.0,% of GDP (annualized),429.187,3144.5090368534,-850.0000990244341,1095.6648675286065,11832.443575003435,-16922.617578409878
Austria,2009.0,1.0,% of GDP (annualized),398.857,3101.8539412879827,8447.129625285092,-56.18353811094492,5496.8405775057045,-95.38135539765068
Austria,2009.0,2.0,% of GDP (annualized),398.857,-4478.6038233283225,54.683807366646086,549.5722640347941,10162.985599091193,-6176.536042062687
Austria,2009.0,3.0,% of GDP (annualized),398.857,-139.13712524447254,4730.954968781703,-1623.7445956365252,-2741.144807651413,9236.123190197512
Austria,2009.0,4.0,% of GDP (annualized),398.857,2777.602324796998,563.2277926482707,339.41885399066837,-10642.040924248902,8088.247538109507
Austria,2010.0,1.0,% of GDP (annualized),390.146,-361.54826532581615,4776.690611304606,-1061.9594146236725,-5543.740068329182,11743.938359583271
Austria,2010.0,2.0,% of GDP (annualized),390.146,-3120.3171641320614,-1784.8995886684445,1202.5272411247984,5938.373959964063,-5808.089318455419
Austria,2010.0,3.0,% of GDP (annualized),390.146,6810.166124290103,-321.6463300685122,-377.2395229198599,-9978.978116816925,3223.08153792933
Austria,2010.0,4.0,% of GDP (annualized),390.146,4545.3674172326255,721.3542653573838,442.83910498773736,-5289.0028954195795,1020.7580627547534
Austria,2011.0,1.0,% of GDP (annualized),428.879,2791.612616845309,7164.033292315543,-1492.7727430114312,9056.154640936018,-3189.6853483150244
Austria,2011.0,2.0,% of GDP (annualized),428.879,-1787.7587451405652,-2323.2810719506892,-283.1960174359303,5250.534692935352,-5502.861002309547
Austria,2011.0,3.0,% of GDP (annualized),428.879,7502.28484448554,-5963.354619975685,271.4209128844435,-2691.8103156452335,-11045.250061700432
Austria,2011.0,4.0,% of GDP (annualized),428.879,5634.298862557973,5878.229676960169,536.8992667512284,759.4547005099341,-1054.937903522905
Austria,2012.0,1.0,% of GDP (annualized),407.008,3832.552336903671,-1429.960703853134,83.73643761302138,-7916.313986646405,2571.352761162934
Austria,2012.0,2.0,% of GDP (annualized),407.008,6163.293317211314,1030.154052611127,-881.549922772358,2708.876976976203,-6960.466318804033
Austria,2012.0,3.0,% of GDP (annualized),407.008,-575.0397830018014,3340.8828418416624,522.2049311447984,404.24805258032626,2990.6983586033866
Austria,2012.0,4.0,% of GDP (annualized),407.008,3577.147728054485,2371.5966946595636,-1070.46814804623,5794.546034721675,-5929.628920070365
Austria,2013.0,1.0,% of GDP (annualized),426.587,4481.483465499011,7012.611457618374,-2020.9397667019573,5494.429990720948,-941.1239109641466
Austria,2013.0,2.0,% of GDP (annualized),426.587,-399.2916326154656,3450.3206413428425,-632.0076148146634,5069.5339490656825,-587.91406029271
Austria,2013.0,3.0,% of GDP (annualized),426.587,829.4218345172627,815.763690535691,-784.7224542139372,6065.457577270701,-5295.634916491206
Austria,2013.0,4.0,% of GDP (annualized),426.587,6642.3958286937905,424.9601942276718,-1306.7845011685768,-9229.165539503072,4318.5144062055315
Austria,2014.0,1.0,% of GDP (annualized),438.669,-654.4223867386215,887.9662537617562,-427.1230081385659,-5107.991530078171,7078.75207640173
Austria,2014.0,2.0,% of GDP (annualized),438.669,-382.5647216260381,823.8893841554221,912.6544012647312,8748.980137055603,-8455.180432538873
Austria,2014.0,3.0,% of GDP (annualized),438.669,-367.4478603560924,-1316.285262920344,-1374.3033461344642,-11204.742320726898,11631.41697436407
Austria,2014.0,4.0,% of GDP (annualized),438.669,-951.5939481134978,1217.1285468086414,-586.9112374592235,-2111.74082138241,4867.374553763773
Austria,2015.0,1.0,% of GDP (annualized),379.584,3332.2891827445437,2545.4986812631932,1393.20067683123,-7866.718302141587,5686.727123829007
Austria,2015.0,2.0,% of GDP (annualized),379.584,-2725.44055019816,-2728.9347047496963,755.9021013156437,-2494.826349796778,1735.430093929598
Austria,2015.0,3.0,% of GDP (annualized),379.584,3996.9543500252903,5834.944202073849,-1184.3261570561456,-3535.40686646434,6557.722875569044
Austria,2015.0,4.0,% of GDP (annualized),379.584,1899.780481952767,340.483136194451,-1652.785935696453,-3124.365592130097,3217.854182068235
Austria,2016.0,1.0,% of GDP (annualized),393.579,2099.9534544402136,3348.725775347326,108.6375920430404,879.1805129256359,260.9542159384372
Austria,2016.0,2.0,% of GDP (annualized),393.579,-5387.107437525564,-2231.047477322049,-533.6610478162307,-7968.190655888367,11659.059322075456
Austria,2016.0,3.0,% of GDP (annualized),393.579,4155.805692084347,6344.923436494699,-105.54066885959708,-10249.928184299795,12543.45175166802
Austria,2016.0,4.0,% of GDP (annualized),393.579,-78.95143033545999,3445.3526960279887,77.85488269191193,566.9151317143445,2880.630659600741
